日期,序号,模版名称,模版字数,模版关键词提取：主体信息,模版关键词提取：标的,模版关键词提取：价款与支付信息,模版关键词提取：交易,关键词串联：主体信息,关键词串联：标的,关键词串联：价款与支付信息,关键词串联：交易,模版标准度打分,合同类型,合同类型-一级,合同类型-二级,备注
20250401,45,45_质押合同,1727,出质人|质权人|借款人|贷款人,质押财产|规格型号|单位|数量|财产状况|产权证书|估价值,贷款金额|贷款期限|保管费|保险费用|赔偿金|违约金|诉讼费|律师费,财产交付|质押担保|财产保险|保管义务|价值减少|保险赔偿|损害赔偿|优先受偿|提前清偿|处分质押|优先受偿|贷款利息|贷款本金|罚息|诉讼程序|书面同意,本合同涉及四方主体：出质人（即财产所有权人）为XX公司，质权人（即担保权人）为XX银行，借款人为XX公司，贷款人为XX银行。出质人同意将其财产质押给质权人，作为借款人向贷款人借款的担保。,本合同标的为出质人提供的质押财产，包括但不限于规格型号为XXX的财产，共计XX单位，数量为XX。该财产状况良好，并附有完整的产权证书作为权属证明。经专业评估机构评估，该质押财产的估价值为人民币XX万元整。,本合同项下贷款金额为人民币XX万元，贷款期限为XX个月。相关费用包括：保管费按年利率XX%计算，保险费用由出质人承担。如发生违约，违约方需支付赔偿金及违约金，并承担由此产生的诉讼费、律师费等全部费用。,出质人应按时完成财产交付，并办理质押担保登记手续。质押期间，出质人需为财产投保财产保险，并履行保管义务。如财产价值减少，出质人应及时补足或提供其他担保。保险赔偿金应优先用于偿还债务。质权人对质押财产享有优先受偿权，在借款人违约时有权处分质押财产。未经质权人书面同意，不得提前清偿债务。如发生争议，各方同意通过诉讼程序解决，质权人对贷款本金、利息及罚息享有优先受偿权。,114,担保合同--质押合同,担保合同,质押合同,
20250401,46,46_中国农业发展银行抵押担保借款合同,3378,借款人|贷款人|抵押人,借款|利率|期限|用途|金额,本金|利息|违约金|费用|支付|分期|还款|计划|对价|结算,抵押物|担保|登记|保险|评估|所有权|处分权|安全|完整|瑕疵|保管|使用|价值|恢复|转让|变卖|转移|租借|重复抵押|清偿|债权|债务|账户|资金|监督|检查|展期|扣收|追收|理赔|赔偿|损失|追偿|破产|诉讼|纠纷|受益|处理|实现|变更|终止|转让|通知|协商|诉讼|签章|生效,本合同主体包括借款人[借款人姓名/名称]、贷款人[贷款人姓名/名称]及抵押人[抵押人姓名/名称]，三方共同确认并签署本协议。,本合同标的为借款人向贷款人申请的借款，借款金额为人民币[金额]元整，借款用途为[用途]，借款期限为[期限]年/月，借款利率为年利率[利率]%。,合同价款包括借款本金[本金金额]元及相应利息。借款人应按还款计划分期支付本息，具体支付方式为[支付方式]。若发生违约，借款人需支付违约金[违约金比例]%及相关费用。双方同意以[结算方式]进行最终结算。,本合同交易条款约定：抵押物为[抵押物描述]，需办理担保登记及保险手续。抵押人保证抵押物所有权清晰、无瑕疵，并负责保管维护。贷款人有权监督资金使用，检查账户情况。若发生违约，贷款人可处分抵押物实现债权。合同变更或终止需书面通知，纠纷通过协商或诉讼解决。本合同自各方签章后生效。,105,借款合同--抵押担保借款合同,借款合同,抵押担保借款合同,
20250401,47,47_中国银行国家助学贷款抵押合同,3502,抵押人|抵押权人|借款人|债务人|债权人,抵押财产|财产净值|财产清单|限制流通|在建工程,贷款本金|借款利息|违约金|赔偿金|实现债权,担保范围|抵押期间|抵押登记|占有保管|维修保养|产权变动|经营改变|处分抵押|优先受偿|债权消灭|抵押无效|保险赔付|账户抵消|费用承担|权利放弃|合同修改,本合同涉及抵押人（即债务人/借款人）将其财产抵押给抵押权人（即债权人），三方权利义务关系明确。抵押人承诺履行还款义务，抵押权人依法享有担保权益。,本合同标的为抵押人提供的抵押财产，包括但不限于财产清单所列明的在建工程及其他资产。抵押财产净值将作为评估依据，但需注意其中可能存在的限制流通财产的特殊处理要求。,合同价款以贷款本金为基础，包含借款利息及相关费用。如发生违约，需支付违约金及赔偿金。抵押权人实现债权的费用由抵押人承担，包括但不限于诉讼费、保全费等实现债权过程中产生的合理支出。,抵押期间，抵押人应妥善保管抵押物并负责维修保养，不得擅自进行产权变动或改变经营状况。抵押权人享有优先受偿权，但债权消灭后应及时解除抵押。抵押无效情形下，保险赔付应优先用于偿还债务。双方同意不得擅自放弃权利或修改合同，所有变更需书面确认。抵押登记手续由抵押人负责办理并承担相关费用。,125,担保合同--抵押合同,担保合同,抵押合同,
20250401,48,48_嘉兴市嘉善县房地产余值抵押协议(样本),618,金融机构|抵押人|融资机构|担保机构|小额贷款,房屋|土地|抵押物|余值|余额部分,债务履行|担保权益|对价调整|注销抵押|重新取得,顺位抵押|解除约定|抵押权登记|优先顺位|担保权益|处置告知|配合手续|余额担保|限制调整|注销情形|重新取得|顺位在先|登记机关|签章生效|一式四份|事先告知|其他约定,本合同由金融机构（含融资机构、小额贷款公司）作为抵押权人，抵押人作为抵押物提供方，担保机构作为连带责任保证方共同签订。,本合同标的包括抵押人提供的房屋、土地等不动产作为抵押物，抵押物的余值及余额部分均纳入担保范围。,抵押权人向抵押人提供债务履行担保，抵押人以其担保权益作为对价。如发生对价调整，需重新确定担保范围。在债务清偿后，抵押权人应配合办理注销抵押手续，抵押人可重新取得抵押物完整权利。,本合同约定采用顺位抵押方式，抵押权人享有优先顺位担保权益。抵押人应配合完成抵押权登记手续，在债务履行完毕后办理注销抵押登记。在处置抵押物时需事先告知，抵押人应配合相关手续。当发生对价调整时，需经各方同意方可调整余额担保范围。在注销情形下，抵押权人可重新取得抵押物处置权。本合同自各方在登记机关完成签章后生效，文本一式四份，具有同等法律效力。,105,担保合同--抵押合同,担保合同,抵押合同,
20250401,49,49_家庭教育产品代理协议,2859,科技公司|经销商|代理商|法人企业,产品代理|教育软件|多媒体|授权经销,进货款|回款额|现款提货|货款到账|付款凭证|发票出具|运输费|价格保护|特价品|促销品|罚款|利息|电汇票|支票|汇款,授权期限|代理级别|进货折扣|任务指标|季度考核|级别调整|注册登记|营业执照|税务登记|法人身份证|商业活动|宣传资料|订货单|收货回执|价格政策|区域管理|价格管理|业务培训|市场支持|客户服务|用户投诉|产品质量|退货调换|运输工具|运费承担|库存情况|发货手续|逾期罚款|法律诉讼|合同终止,本合同主体为科技公司（甲方）与具备法人资格的经销商/代理商（乙方），乙方需提供营业执照、税务登记及法人身份证等资质文件完成注册登记,本合同标的为科技公司授权经销商代理销售其自主研发的教育软件及多媒体产品，授权经销范围包括但不限于产品代理、授权经销等商业活动,合同价款包含进货款、运输费等费用，支付方式可采用现款提货、电汇票、支票或汇款，甲方在货款到账后出具发票及付款凭证。价格政策包含特价品、促销品的价格保护机制，逾期付款将收取利息并可能面临罚款,授权期限为三年，根据季度考核结果可能调整代理级别及进货折扣。乙方需完成年度任务指标，遵守区域管理及价格管理规定。甲方提供业务培训、市场支持及客户服务，乙方需规范使用宣传资料并妥善处理用户投诉。产品质量问题可退货调换，运输工具及运费承担按约定执行。双方需按时提交订货单、收货回执并通报库存情况，违约方需承担逾期罚款直至法律诉讼。合同终止时需完成发货手续及财务清算,96,委托行纪中介合同--销售代理合同,委托行纪中介合同,销售代理合同,
20250401,50,50_全国普通高等学校毕业生就业协议书(样式三),868,毕业生|用人单位|学校|高校|学生司|就业部门|院系所|主管部门|联系人,毕业生|就业协议|协议书|就业工作|派遣手续,（该就业协议中未明确体现价款与支付条款）,国家规定|就业计划|报到时间|单位情况|毕业资格|学习成绩|违约条款|体检要求|备注约定|签字盖章|三方协议|变更协议|违约责任|复印无效|派遣手续|就业意见|使用意图|接收工作|推荐工作|审核流程|签字生效|履行协议|特殊要求|单独体检|协议取消,本协议由毕业生、用人单位和学校（含高校就业部门、院系所及学生司等主管部门）三方共同签订，各主体应指定专人作为联系人负责协议履行过程中的具体对接工作。,本就业协议书旨在规范毕业生、用人单位与学校三方在就业工作方面的权利义务关系，明确毕业生派遣手续办理流程，为应届毕业生就业提供法律保障和规范指引。,本就业协议属于非交易性质的法律文件，不涉及具体价款与支付条款）,协议明确要求各方须遵守国家规定和学校就业计划，约定报到时间前用人单位应如实告知单位情况，毕业生须确保毕业资格与学习成绩达标。协议包含违约条款、体检要求（含特殊要求的单独体检）等具体约定，经三方签字盖章后生效（注明复印无效）。涉及协议变更或取消时，需经三方协商并履行审核流程。用人单位应明确就业意见和使用意图，学校负责推荐工作和接收工作的审核，毕业生应配合完成派遣手续。协议特别约定了违约责任及履行协议的注意事项，备注栏可供补充特殊约定事项。,85,教育文化合同--就业保障合同,教育文化合同,就业保障合同,
20250401,51,51_广州市知识产权教育试点工作（2013年）合同书,1107,知识产权局|试点学校|区县局|师资队伍|业务指导|项目管理|绩效评价,知识产权|教育试点|工作体系|青少年教育|创新精神|实践能力|尊重知识|保护意识,贰万元|计划经费|一次性|自筹款|专账核算|核拨款|经费结算|剩余资金,工作目标|工作任务|工作措施|实施方案|师资队伍|教育课程|实践活动|发明创造|创新竞赛|申请专利|资金管理|监督检查|绩效评价|项目变更|经费上缴|合同生效,本合同主体包括知识产权局、试点学校及区县局，各方共同负责师资队伍建设、业务指导、项目管理和绩效评价等工作。,本合同标的为开展青少年知识产权教育试点工作，旨在通过构建完善的工作体系，培养青少年的创新精神和实践能力，增强其尊重知识和保护知识产权的意识。,合同价款为贰万元，由计划经费和自筹款组成，采用一次性支付方式，实行专账核算，核拨款到位后进行经费结算，剩余资金按约定处理。,合同交易条款包括明确工作目标、工作任务及工作措施，制定实施方案，组织师资队伍开展教育课程、实践活动及发明创造，举办创新竞赛并协助申请专利。同时，严格资金管理，接受监督检查，实施绩效评价，规范项目变更流程，明确经费上缴要求，自各方签字盖章后合同生效。,85,教育文化合同--办学合同,教育文化合同,办学合同,
20250401,52,52_2022年重庆市政府债券柜台市场发行分销协议(范本),4151,财政局|承办机构|分销商|投资者|金融机构|企业客户|个人客户|托管人|承销团|做市商,债券发行|政府债券|记账债券|柜台债券|分销额度|票面利率|本息兑付|债权债务|专项债券|一般债券,分销手续费|专项分销费|票面利率|支付批次|支付方式|缴款账户|违约金|利息支付|本金兑付|资金划转,分销方式|分销期限|最高限额|包销义务|登记托管|信息披露|发行公告|招投标书|做市报价|年度考核|分销比例|债权成立|资金账户|发行条件|发行要素|分销资格|授权委托|补充协议,本合同主体包括作为发行方的财政局及其指定的承办机构，以及由金融机构组成的承销团。分销商负责债券的市场分销，投资者包括企业客户和个人客户。托管人负责债券登记托管，做市商提供流动性支持。,本合同标的为政府债券的发行与分销，包括记账债券和柜台债券两种形式。债券类型涵盖专项债券和一般债券，发行要素包括票面利率、本息兑付方式等核心条款。分销额度由承销团根据市场情况确定，并明确债权债务关系。,合同价款涉及分销手续费和专项分销费，支付方式包括多批次支付至指定缴款账户。票面利率确定利息支付标准，本金兑付按约定执行。资金划转需符合监管要求，违约方需支付违约金。,交易条款明确分销方式、分销期限和最高限额，承销团承担包销义务。发行条件包括信息披露要求、发行公告和招投标书。做市报价机制确保市场流动性，年度考核评估分销商表现。补充协议可对分销比例等条款进行调整，授权委托明确各方权限。,114,证券期货合同（投资理财合同）--证券承销合同,证券期货合同（投资理财合同）,证券承销合同,
20250401,53,53_航次租船合同,1706,出租人|承租人|承运人|托运人|代理|签章,船名|船籍港|总吨|净吨|载货吨|总舱容|舱口数|吊杆|吃水|货名|件数|包装|重量|体积|价值,运费|滞期费|速遣费|佣金|税费|规费|支付|结算|银行|账号,受载期|装货港|卸货港|安全港|安全泊位|装货率|卸货率|晴天工作日|星期日除外|节假日除外|港口习惯|装卸时间|滞期费率|速遣费率|运费率|亏舱费|堆舱费|平舱费|班轮条件|开舱卸货|留置货物|仲裁|法律适用|洽租佣金|补充合同|有效时间|签章日期|签章地点,本合同主体包括出租人、承租人、承运人、托运人、代理等各方，各方需在合同上签章确认。,本合同标的为船舶运输服务，涉及船名、船籍港、总吨、净吨、载货吨、总舱容、舱口数、吊杆、吃水等船舶技术参数，以及货名、件数、包装、重量、体积、价值等货物信息。,合同价款包括运费、滞期费、速遣费、佣金、税费、规费等费用，支付方式通过银行账号进行结算。,合同交易条款涵盖受载期、装货港、卸货港、安全港、安全泊位等港口信息，以及装货率、卸货率、晴天工作日、星期日除外、节假日除外、港口习惯等装卸条款。此外，还包括滞期费率、速遣费率、运费率、亏舱费、堆舱费、平舱费、班轮条件、开舱卸货、留置货物等费用条款，以及仲裁、法律适用、洽租佣金、补充合同、有效时间、签章日期、签章地点等法律与补充条款。,115,海事海商合同--航次租赁合同,海事海商合同,航次租赁合同,
20250401,54,54_中国平安财产保险股份有限公司船舶建造保险条款(重点客户专用版),3720,财产保险|保险公司|船厂建造|承包商|分包商|供应商|船东指定,船舶建造|船体部分|机械设备|物料物资|建成价格|合同价格|保险价值|保险金额|暂定价值|设计变更,保费退还|加收保费|比例退还|暂定价值|保险金额|赔偿限额|免赔额|修理费用|施救费用|救助费用,保险期间|开工日期|交付日期|展期条款|承保区域|造船厂内|试航距离|装卸运输|拖航保管|安装过程|船舶下水|进出船坞|码头停靠|自然灾害|意外事故|疏忽过失|潜在缺陷|设计错误|碰撞触碰|共同海损|油污清除|法律费用|索赔流程|损失清单|检验报告|修理折扣|市场价值|恶劣天气|船舶失踪|全部损失,本合同涉及财产保险业务，由保险公司为船厂建造项目提供保障。承包商作为主要建造方，可指定分包商和供应商参与项目。船东有权指定特定供应商参与部分建造工作。,本合同标的为船舶建造项目，包括船体部分、机械设备及物料物资的建造与供应。合同价格以建成价格为基础确定，同时包含保险价值和保险金额的约定。在建造过程中如发生设计变更，将按照暂定价值进行相应调整。,本保险合同涉及保费退还、加收保费及比例退还等保费调整机制。保险金额以暂定价值为基础确定，并设置赔偿限额和免赔额。保障范围包括修理费用、施救费用和救助费用等必要支出。,保险期间自开工日期起至交付日期止，适用展期条款。承保区域包括造船厂内、试航限定距离及装卸运输过程。保障范围涵盖拖航保管、安装过程、船舶下水等关键环节，以及进出船坞和码头停靠期间的风险。承保风险包括自然灾害、意外事故、疏忽过失等，特别包含潜在缺陷和设计错误导致的损失。同时承保碰撞触碰、共同海损及油污清除等特殊风险，并承担相关法律费用。索赔流程要求提供损失清单和检验报告，理赔时考虑修理折扣和市场价值因素。对恶劣天气导致的船舶失踪或全部损失提供特别保障。,120,保险合同--建筑工程保险合同,保险合同,建筑工程保险合同,
20250401,55,55_宁波市海域使用权出让合同,4349,出让方|受让方|海洋局|政府方|测量方|第三方|继承人|用海人|审批方|执法方,海域权|使用权|空间权|底土权|埋藏物|构筑物|位置图|四至图|面积数|用途项,使用金|应缴额|征收标|减缴款|免缴款|滞纳金|一次性|分年度|分期付|银行账|缴款点|调整款|补缴款|补偿款,出让期|终止日|续期权|优先权|用途限|改建权|扩建权|申请权|批准权|免缴项|减缴项|调整项|补缴项|竣工测|超占款|转让权|出租权|抵押权|入股权|继承权|变更权|收回权|补偿权|拆除责|检查权|处罚权|注销权|排妨权|报告责|配合责|测绘限|处理费,本合同涉及多方主体：出让方为XX海洋局，受让方为XX公司，政府方负责审批监管，测量方负责海域测绘。第三方机构参与评估，继承人可依法继承用海权益，执法方对违规行为具有处罚权。,本合同标的为海域使用权及其相关权益，包括海域空间权、底土权及埋藏物处置权。具体范围以位置图、四至图为准，面积数为XX公顷，用途项明确为XX用途，相关海域构筑物需符合规划要求。,海域使用金应缴额为XX万元，征收标准按XX执行。受让方可申请减缴款或免缴款，滞纳金按日XX%计收。支付方式可选一次性缴清、分年度或分期付，款项汇入指定银行账，缴款点为XX。后续可能涉及调整款、补缴款及补偿款。,出让期为XX年，终止日为XX，受让方享有续期权和优先权。用途限为XX，改建权、扩建权需经批准。免缴项、减缴项需符合条件，超占款按标准补缴。权益包括转让权、出租权、抵押权等，但变更权、收回权属出让方。受让方需履行拆除责、报告责，配合检查权，测绘限由测量方执行，处理费由责任方承担。,125,买卖合同--土地出让合同,买卖合同,土地出让合同,
20250401,56,56_国内经营公司与外派海员外派协议范本,1978,经营公司|外派海员|海外雇主,海员|职务|船舶|雇主|轮任,工资|美元|家汇|现金|月付|加班费|休假金|日基薪|双倍|保险金|保证金|服务费|赔偿金|利息,合同期|航次|延长|基本工资|工作时间|加班|劳动保护|医疗险|伤亡险|工伤|疾病|死亡|保险|服务费|担保金|履约|赔偿|培训|出国手续|登船|差旅费|食宿费|交通费|在船职责|外事纪律|港口规定|船长指令|遣返|仲裁|诉讼,本合同主体包括经营公司（负责外派海员的管理与服务）、外派海员（履行合同约定的劳动职责）以及海外雇主（提供船舶工作岗位并支付相关费用）。,本合同标的为外派海员在指定船舶上担任特定职务，包括但不限于船长、轮机长等轮任岗位，由雇主安排具体工作内容和船舶调配。,合同价款包括海员的基本工资（以美元计算，按月支付）、加班费（按双倍日基薪计算）、休假金、保险金及保证金等。支付方式可通过家汇或现金发放，同时涵盖医疗险、伤亡险等保障费用。若发生违约，需承担赔偿金及利息。,合同期以航次或固定期限为准，可协商延长。海员须遵守工作时间、加班及劳动保护规定，享有医疗险、工伤及死亡保险。服务费、担保金及培训费用由雇主承担，出国手续、登船差旅费及食宿交通费按约定执行。在船期间，海员需履行岗位职责，遵守外事纪律、港口规定及船长指令。合同终止时，雇主负责遣返。争议解决可通过仲裁或诉讼。,115,劳动关系合同--劳务合同,劳动关系合同,劳务合同,
20250401,57,57_ＣＩＦ合同书,3187,买方|卖方|制造商|供货商|收货人|付款行|开证行|商检局|保险公司|船主,商品名称|规格|单位|数量|单价|总金额|包装|保险|重量|技术细节|附件A,发票金额|信用证|电汇|航空汇款|付款行|开证行|即期汇票|装运文件|付款条件|保证金,装船时间|装货港|目的港|唛头|提单|空运单|运费|背书|地址|电话号码|装箱单|质量证明|数量证明|发货详情|出口许可证|原产地证明|检验报告|索赔|更换货物|降价|缺陷排除|质保期|验收证明|初步检验|最终结果|试运行|商检费|保险费|仓储费|装卸费|补口材料|售后服务,本合同涉及买方与卖方作为主要合同方，制造商负责商品生产，供货商提供原材料。收货人负责货物接收，付款行与开证行处理支付事宜，商检局进行质量检验，保险公司承保运输风险，船主负责海上运输。,本合同标的为附件A中列明的商品，包括具体商品名称、规格、单位、数量及单价，总金额为各商品单价与数量乘积之和。所有商品均按约定包装标准执行，并包含相应保险。商品重量和技术细节详见附件A的技术参数表。,合同价款以发票金额为准，支付方式可采用信用证、电汇或航空汇款。付款行根据开证行提供的即期汇票和装运文件按付款条件执行支付。合同签订时需支付一定比例的保证金作为履约担保。,货物应在约定装船时间内从装货港发往目的港，运输单据包括提单或空运单，注明唛头及运费条款。卖方需提供完整装箱单、质量证明、数量证明及发货详情，并办理出口许可证、原产地证明。货物需经检验报告确认合格，如存在缺陷，买方有权索赔、要求更换货物或降价。质保期内卖方应负责缺陷排除，提供验收证明。交易过程涉及初步检验、最终结果确认及试运行。相关费用包括商检费、保险费、仓储费、装卸费及补口材料费，卖方应提供完善的售后服务。,110,买卖合同--进出口买卖合同,买卖合同,进出口买卖合同,
20250401,58,58_设立外商投资有限公司合同,5945,中外合资|有限公司|企业法人|注册地|法定代表人,外商投资|有限公司|经营企业|合资经营|注册资本,投资总额|注册资本|出资额|出资比例|出资方式|外汇汇率|缴款期限,经营目的|经营范围|经营规模|设备购买|产品销售|商标使用|董事会|董事名额|董事长|副董事长|经营管理|总经理|副总经理|劳动管理|工会组织|税务财务|审计制度|合营期限|财产处理|保险事宜|合同修改|违约责任|不可抗力|适用法律|争议解决|合同文字|合同生效,本合同主体为中外合资双方，均为依法设立的有限公司，具有企业法人资格。合资公司的注册地及法定代表人的相关信息在合同中具体列明，双方应按照各自国家法律履行相关登记手续。,本合同标的为中外双方共同投资设立一家合资经营有限公司，该企业为具有独立法人资格的经营企业。合资公司的注册资本由双方共同出资构成，具体金额和比例在合同中明确约定。,合同价款涉及投资总额、注册资本及各方的出资额、出资比例等。出资方式包括现金、实物等多种形式，涉及外汇的按约定汇率折算。各方应严格按照合同规定的缴款期限完成出资义务，逾期将承担相应违约责任。,本合同交易条款全面规范合资公司的经营管理，包括经营目的、范围及规模；设备采购与产品销售安排；商标使用授权；董事会构成（含董事名额分配及董事长、副董事长人选）；高级管理人员（总经理、副总经理）任命；劳动管理及工会组织；税务财务制度与审计要求；合营期限及期满财产处理；保险事宜；合同修改程序；违约责任认定；不可抗力处理；适用法律选择；争议解决机制（协商或仲裁）；合同文字效力（中英文版本）；以及合同生效条件等核心内容。,125,企业组织经营合同--中外合资经营合同,企业组织经营合同,中外合资经营合同,
20250401,59,59_来件装配协议书（轻工）,1797,进出口|分公司|无线电|香港|有限公司|装配厂|供应商|制造商|合作方,收音机|电子钟|装配费|元器件|包装物|检验仪|设备款|加工费|成品货,分期付|加工费|设备款|运费|卸货费|工资款|生活费|对价款|偿付款,厂房图|施工计|设备安|元件运|试装期|正式装|损耗率|交货期|运费担|卸货担|技术指|生产期|质量责|延期责|技术交|设备调|自然损|品种异|工序繁|款式多|竞争强|成本降|元件产|仪器供|确认准|平面图|安装图|三个月|一个月,本合同由香港某有限公司及其分公司作为进出口方，与国内无线电装配厂合作，供应商与制造商作为合作方共同参与本项目的实施。,本合同标的包括收音机、电子钟等成品货的生产与交付，涉及元器件采购、装配费、加工费等具体项目，同时包含检验仪等设备款及包装物相关费用。,项目总价款包含设备款、加工费等多项费用，采用分期付方式支付，具体包括对价款、偿付款等款项，同时明确运费、卸货费、工资款及生活费等支付细则。,合同约定三个月试装期后进入正式装生产期，明确厂房图、施工计等图纸要求，规定元件运、设备安等流程，技术交、设备调等技术支持条款，以及质量责、延期责等责任划分。特别约定了自然损、品种异等特殊情况处理，工序繁、款式多等生产要求，竞争强、成本降等经营目标，元件产、仪器供等供应链保障，确认准、平面图等技术标准，一个月交货期等时间节点，以及运费担、卸货担等费用分担方式。,80,加工承揽合同--加工合同,加工承揽合同,加工合同,
20250401,60,60_中外合资经营企业合同(适用于举办制造厂),4481,中国公司|外国公司|合资方|技术方|投资方,制造厂|合资企业|生产产品|经营范围|生产规模,注册资本|出资比例|现金出资|实物出资|分期缴付,董事会|总经理|经营管理|财务会计|劳动管理|采购设备|纳税义务|保险计划|违约责任|不可抗力|争议解决|适用法律|合同变更|合同解除|合同生效|合同附件,本合同主体包括中国公司（甲方）与外国公司（乙方），双方作为合资方共同设立合资企业。技术方负责提供生产技术支持，投资方按约定投入资金及资源，确保合资企业顺利运营。,本合同标的为设立一家制造厂，该厂为中外合资企业，主要生产产品包括XX系列产品。合资企业的经营范围涵盖生产、销售及相关配套服务，生产规模初步规划为年产XX万台/套，具体产能可根据市场需求调整。,合资企业的注册资本为XX万元人民币，出资比例为中国公司占XX%，外国公司占XX%。出资方式包括现金出资和实物出资，双方同意分期缴付注册资本，具体缴付时间及金额详见合同附件。,合资企业设立董事会作为最高权力机构，总经理由董事会任命，负责日常经营管理。财务会计制度按中国相关法规执行，劳动管理遵循当地劳动法规定。合资企业负责采购设备并承担纳税义务，同时需制定保险计划以规避风险。违约责任条款明确违约方需承担相应责任，不可抗力情形下可部分或全部免除责任。争议解决方式为协商或仲裁，适用法律为中国法律。合同变更或解除需经双方书面同意，合同自双方签字盖章后生效，合同附件与本合同具有同等法律效力。,113,企业组织经营合同--中外合资经营合同,企业组织经营合同,中外合资经营合同,
20250401,61,61_雷诺士烟草国际(亚太地区)有限公司华美卷烟有限公司商标许可证合同,7187,许证方|受证方|合资|制造|销售,商标|卷烟|牌号|注册|授权,使用费|美元|汇款|预扣|代缴,质量标准|规格|批准|生产|销售|广告|推销|配方|制造|包装|标签|箱盒|组成|材料|监督|检查|授权,本合同主体为许证方与受证方，双方通过合资形式开展合作，涉及卷烟制造与销售业务的授权关系,本合同标的为卷烟商标的注册与授权事宜，具体包括牌号商标的使用权及相关知识产权授权事项,合同价款以美元计价，受证方应按时支付商标使用费，通过银行汇款方式结算，并按规定预扣和代缴相关税费,交易条款涵盖卷烟生产的质量标准与规格要求，需经批准后方可生产销售；包括广告推销方案、产品配方、制造工艺、包装设计（含标签、箱盒等）、材料组成等具体规范；许证方保留监督检查权，受证方须在授权范围内开展经营活动,125,技术合同--技术许可合同,技术合同,技术许可合同,
20250401,62,62_商业秘密转让合同,2505,商业秘密|技术转让|合作期限|合资经营|生产期限|补偿能力|外汇平衡|商标使用|包装要求|税费承担,技术名称|技术资料|设计图纸|生产技术|制造工艺|质量控制|试验安装|调试维修|产品图纸|技术秘密|技术文件|合作生产|补偿贸易|零部件|主机返销,美元支付|现金支付|银行保函|商业发票|即期汇票|空运提单|净产值|提成费|返销产品|补偿贸易|支付进度|支付方式|支付期限|费用结算|外汇结算,资料交付|技术审核|资料验证|完整性|正确性|清晰性|优惠价格|零部件|主机试制|试验合格|最新技术|技术成果|商标序号|铭牌标明|包装要求|防潮防震|唛头标识|装箱单|毛重净重|尺码品名|技术保密|剩余费用|合资投资|生产终止|协商解决,本合同为商业秘密保护下的技术转让协议，合作期限为十年，采用合资经营模式。乙方需确保生产期限内的补偿能力及外汇平衡，同时遵守双方约定的商标使用规范。产品包装需符合防潮防震要求，相关税费由双方按约定比例承担。,本合同涉及的技术转让内容包括技术名称、技术资料、设计图纸、生产技术、制造工艺及质量控制标准等全套技术文件。合作双方将基于产品图纸和技术秘密开展合作生产，采用补偿贸易方式，由甲方提供零部件并由乙方负责主机返销。所有试验安装、调试维修环节均需按照合同约定的技术标准执行。,合同价款以美元支付，分阶段通过现金支付、银行保函或即期汇票结算。甲方需提供商业发票及空运提单作为支付凭证。支付进度按净产值及提成费计算，返销产品将用于补偿贸易。剩余费用需在支付期限内完成外汇结算，具体支付方式由双方另行协商确定。,技术资料交付后，乙方需进行技术审核及资料验证，确保其完整性、正确性和清晰性。甲方承诺以优惠价格提供零部件，并协助乙方完成主机试制直至试验合格。技术成果需标明商标序号及铭牌，包装需注明唛头标识、毛重净重及尺码品名。双方应严格履行技术保密义务，若因合资投资问题导致生产终止，剩余费用及争议应协商解决。,120,技术合同--技术转让合同,技术合同,技术转让合同,
20250401,63,63_专利技术实施许可合同,5082,许可方|被许可方|法人代表|委托代理|联系人|住所|通讯地址|电话|开户银行|账号,专利|专利号|专利名|技术资料|合同产品|销售额|净销售额|纯利润|改进技术,使用费|入门费|分期付|银行转|账号选|CPI调|税后金|代扣税|纳税证|支付期,许可方式|许可范围|技术交付|验收标|保密事|服务培|后续改|改进通|改进专|改进免|保密义|违约赔|解除通|赔偿金|停止侵|双倍赔|协助诉|专利转|备案责|材料协|保存份|不可抗|减轻损|通知方|证明出|延期履|部分履|合同终|税费约|争议解|友好协|调处决|法院诉|律师费|调查费|差旅费|财产执|合同生|合同变|合同终|特殊约|虚假证|赔偿请|授权书|转让知|备案期|预见解|公平解,本合同由许可方与被许可方共同签订，双方应提供法人代表授权委托书及联系人信息。合同载明各方住所、通讯地址、电话等联络方式，并确认开户银行及账号信息用于资金往来。双方承诺所提供的主体信息真实有效。,本合同涉及的标的为许可方持有的专利技术，包括专利号、专利名及相关技术资料。合同产品生产销售过程中产生的销售额、净销售额及纯利润均需按约定比例分配。双方在合作期间对改进技术享有共同权益，改进成果应纳入本合同管理范畴。,被许可方应支付专利使用费及入门费，可采用分期付款方式通过银行转账至指定账号。支付金额需按CPI指数调整，所有款项均为税后金额，代扣税款后应提供完税证明。支付期限按合同约定执行，逾期需承担违约责任。,本专利采用独占许可方式，限定在约定范围内实施。技术交付后需按验收标准确认，双方须履行保密义务。许可方应提供服务培训，对后续改进技术应及时通知。任何改进专利均需备案，改进方享有免费实施权。违约方需支付赔偿金直至停止侵权，严重违约需双倍赔偿。争议优先友好协商，协商不成可诉讼解决，败诉方承担律师费等费用。合同生效后非经双方同意不得变更，遇不可抗力可延期履行。合同终止时应完成专利转让通知及备案，特殊约定事项需单独签署补充协议。,105,技术合同--技术许可合同,技术合同,技术许可合同,
