文件ID,模版名称,关键词提取结果,关键词提取结果,关键词提取结果,关键词提取结果,关键词串联结果,关键词串联结果,关键词串联结果,关键词串联结果,合同类型,合同类型,上传时间,字数,篇幅,标准度得分,简短,详细
2fee922bb3ab427289d7a4515c114ea0,天津市农村集体资源性资产（四荒地）承包合同_919324996969435136,村集体经济组织|村民委员会|承包方|发包方,四荒地|荒山|荒沟|荒丘|荒滩|总面积|亩数,承包费|实物计费|货币结算|分期支付|一次性付款|市场价|指导价|小麦|稻谷|折合货币,交付时间|承包期限|生产经营|自主权|设施维护|土地用途|征收补偿|优先续包|权属确认|纠纷处理|合同备案|设施改建|资源恢复|财政补助|地上附着物|水系道路|构筑物,合同签订双方为村集体经济组织或村民委员会作为发包方，与承包方共同构成合同主体关系。,本合同涉及的标的物主要为四荒地资源，包括荒山、荒沟、荒丘及荒滩等类型，总面积为约定的亩数范围。,承包费可采用实物计费（如小麦、稻谷等）或货币结算方式，按市场价或指导价折算，支付形式包括分期支付或一次性付款。,合同明确约定交付时间、承包期限及承包方生产经营自主权，要求设施维护、土地用途限制及征收补偿规则，包含优先续包权、权属确认流程、纠纷处理机制，需完成合同备案。涉及地上附着物、水系道路等构筑物改建时需恢复资源，财政补助条款另行约定。,土地承包经营权合同,其他方式承包合同,,3010,,125,我需要一份天津市农村集体四荒地承包合同模板，用于村集体将荒山、荒沟等资源发包给承包方。,请起草一份农村集体四荒地承包合同，合同主体为村集体经济组织（甲方）和承包方（乙方），需包含四荒地的位置面积、承包期限（明确起止日期）、承包费用支付方式（可选实物折现或货币分期/一次性支付）、甲乙双方权利义务（如甲方监督权、乙方自主经营权）、违约责任、纠纷解决条款，以及合同到期后地上设施处理、政府征用补偿分配等内容，并注明需提交乡镇备案和产权交易市场鉴证流程。
f6876c79dc6e41adbc8b788bf35b4b20,天津市食用农产品质量安全合同_919324832196202496,市场经营|销售者|批发市场|零售市场,食用农产品|质量安全|档案记录|检测设备,合同保证金|多退少补|预付复检|违约金,经营资格|进货查验|销售凭证|产地证明|合格证明|快速检测|抽样检验|公示结果|禁售产品|安全隐患|先行赔偿|追偿权利|监督权利|管理制度|经营规则|检测结果|销售台账|检疫证明,合同双方为市场经营者与销售者，交易场所涵盖批发市场及零售市场，需明确各自在市场流通环节中的责任与义务。,本合同涉及食用农产品的质量安全管理，要求建立完整的档案记录体系，并配备必要的检测设备以确保产品符合安全标准。,合同约定采用保证金制度，实行多退少补原则，买方需预付复检费用，若发生违约行为则按条款支付相应违约金。,交易条款要求经营方具备合法资格，严格执行进货查验制度，提供销售凭证、产地证明及合格证明；市场需开展快速检测或抽样检验并公示结果，禁止销售存在安全隐患的产品。若发生质量问题，买方享有先行赔偿及追偿权利，同时保留监督权利。双方需遵守市场管理制度与经营规则，完整保存检测结果、销售台账及检疫证明。,服务合同,管理服务合同,,2812,,125,需要一份天津市食用农产品质量安全合同模板，规范市场经营机构与销售者的责任义务。,起草一份食用农产品质量安全合同，甲方为市场经营服务机构，负责核验乙方资质、建立档案、抽检产品及公示结果；乙方为销售者，需提供产品合格证明、建立进货记录。合同需明确保证金制度、不合格产品处理方式（如销毁、暂停营业）、违约赔偿条款，并包含争议解决选项（仲裁或诉讼）。针对批发和零售市场差异，部分条款可灵活调整。
9edc922d5c0b4bf0a71e327d2bbad36e,天津市水泥买卖合同_919325946555666432,买方|卖方|住所|邮编|电话|法定代表人|委托代理人|开户银行|账号|E-Mail,水泥|规格|型号|数量|标号,定金|预付款|余款|支付|价款|违约金|返还|赔偿|损失,交货|验收|包装|标准|回收|补足|换货|异议|检测|退货|迟延|解除|双倍|协商|仲裁|起诉|变更|补充|协议,合同主体包括买方和卖方的详细信息，如住所、邮编、电话、法定代表人、委托代理人、开户银行、账号及E-Mail等，以明确双方身份及联系方式。,本合同标的涉及水泥的规格、型号、数量及标号等具体参数，确保产品符合双方约定的质量标准。,合同价款与支付条款涵盖定金、预付款、余款的支付方式，以及违约金、返还、赔偿和损失等财务责任的约定，确保交易资金安全。,合同交易条款详细规定了交货、验收、包装、标准、回收、补足、换货、异议、检测、退货、迟延、解除、双倍赔偿等操作流程，并包含协商、仲裁、起诉、变更、补充协议等争议解决机制。,买卖合同,工矿产品买卖合同,,796,,85,需要一份天津市水泥买卖合同模板，明确买卖双方的权利义务。,起草一份天津市水泥买卖合同，合同主体为买方和卖方，需包含水泥基本信息、质量标准、交货方式（包装标准及回收要求）、验收条款（异议期及处理方式）、付款方式（定金/预付款比例及余款支付）、双方违约责任（如质量不符、延迟交货/提货的违约金比例及解约条款）、争议解决方式（仲裁或诉讼），并注明其他补充约定事项。要求条款清晰，符合合同法规定，特别强调定金不超过总价20%，验收异议期需填写具体天数。
78417daf617f46ab9f8b998152eee510,天津市委托拍卖合同_919324378812911616,委托人|拍卖人|买受人|评估机构|鉴定机构,拍卖标的|所有权|处分权|评估|鉴定|瑕疵,佣金|成交价|保留价|违约金|支付方式|扣除|直接支付|合理费用|评估费|鉴定费|仓储费|保管费|保险费|公告费|广告费,交付时间|交付地点|交付方式|保管费用|拍卖方式|拍卖形式|拍卖期限|拍卖地点|拍卖会|竞买|委托竞买|自行鉴定|委托鉴定|变更合同|解除合同|续签合同|领回标的|保密约定|保留价|身份保密|标的转移|监督交付|网络拍卖|现场拍卖|增价拍卖|减价拍卖|无估价拍卖|密封拍卖|招标拍卖,合同主体包括委托人、拍卖人、买受人以及相关的评估机构和鉴定机构。,本合同涉及的拍卖标的包括其所有权和处分权，需经过专业评估和鉴定，并明确标的可能存在的瑕疵。,合同价款涉及佣金、成交价、保留价及可能的违约金，支付方式包括直接支付或扣除合理费用，具体费用包括评估费、鉴定费、仓储费、保管费、保险费、公告费和广告费。,交易条款涵盖交付时间、地点和方式，保管费用，拍卖方式（如网络拍卖、现场拍卖、增价拍卖、减价拍卖、无估价拍卖、密封拍卖、招标拍卖），拍卖形式、期限、地点及拍卖会安排，竞买方式（委托竞买或自行竞买），鉴定方式（自行鉴定或委托鉴定），合同变更、解除或续签，标的领回，保密约定（如身份保密），标的转移，监督交付等具体事项。,委托合同,委托拍卖合同,,1919,,115,我需要委托拍卖公司拍卖我的物品，请帮我起草一份天津市适用的委托拍卖合同。,请起草一份委托拍卖合同，合同主体为委托人和拍卖人，需包含拍卖标的详细信息、评估鉴定责任、交付方式及保管费用承担、佣金支付比例、成交价款支付期限、未成交处理方式、保密条款（保留价及委托人身份）、违约责任（包括隐瞒权属瑕疵、保管责任等）。要求符合天津市场规定，明确争议解决可选仲裁或诉讼，并注明合同附件效力。
f2dc98a24bbe4f4eb9fb56102651014c,天津市洗染服务合同_919324141666963456,顾客|经营者|工商部门,衣物|饰物|配件|高档衣物|非保值衣物,保值费|洗染费|赔偿费|逾期费,如实告知|保值精洗|服务质量|凭证取衣|挂失手续|洗染质量|当场确认|退还费用|违约责任|标识有误|丢失赔偿|购物票据|折旧赔偿|市场价格|逾期不取|逾期不交|另有约定,本合同的签订主体包括顾客、经营者以及工商部门，各方在合同履行过程中承担相应的权利与义务。,本合同涉及的标的物主要包括衣物、饰物及配件等物品，其中特别区分了高档衣物与非保值衣物的不同类别。,合同涉及的价款与支付事项包括保值费、洗染费、赔偿费及逾期费等费用，具体金额及支付方式由双方协商确定。,合同交易条款涵盖了如实告知、保值精洗、服务质量、凭证取衣、挂失手续、洗染质量、当场确认、退还费用、违约责任、标识有误、丢失赔偿、购物票据、折旧赔偿、市场价格、逾期不取、逾期不交及另有约定等多方面内容，确保交易过程的规范与公平。,承揽合同,加工合同,,649,,95,,
53545ae5e7624a7f8842d19b183266e2,天津市预拌混凝土买卖合同_919324674335182848,出卖人|买受人|工程监理|质量监督,预拌混凝土|供货数量|质量验收|浇筑时间|技术质量,货款结算|单价|数量|付清|暂停供应|违约金|延期付款|旧帐|新帐,提前通知|书面传真|技术交底|场地准备|调度指挥|环保要求|作业用水|照明环境|签字确认|验收专用章|所有权转移|养护措施|拆模强度|跑模损失|涨模损失|技术资料|供货计划|运输终止|现场地面|工作面运送,合同主体包括出卖人、买受人、工程监理及质量监督单位，各方需共同履行合同义务并承担相应责任。,本合同标的涉及预拌混凝土的供货数量、质量验收标准及浇筑时间安排，同时明确技术质量要求以确保材料符合工程需求。,合同价款与支付条款涵盖货款结算方式、单价约定、实际供应数量确认，以及付清期限；同时规定暂停供应条件、违约金计算、延期付款处理，并区分旧帐与新帐的清偿顺序。,合同交易条款要求买受人提前通知供货计划，通过书面传真确认技术交底内容，并做好场地准备；出卖人需配合调度指挥、满足环保要求，确保作业用水及照明环境；货物所有权转移以签字确认或验收专用章为准，买受人需落实养护措施、拆模强度检测，并承担跑模或涨模损失；技术资料随货提供，运输终止条件以现场地面及工作面运送条件为准。,买卖合同,货物买卖合同,,2890,,113,起草一份天津市预拌混凝土买卖合同，需明确供货数量验收、货款支付流程及双方责任划分。,起草一份预拌混凝土买卖合同，需包含供货数量及质量验收流程（如签收时间限制、异议处理）、货款结算方式（按签收单结算，逾期付款违约金日0.01%）、双方责任（买受人需提前24小时通知供货计划并确保场地安全，出卖人需按时供货并提供技术资料）、争议解决方式（第三方检测确认责任）、不可抗力处理条款，以及运输责任、合同履行地为项目所在地等细节。
444a5df3437e413e9f26f9c06c75ec90,天津市邮轮旅游合同_919324679427067904,旅游者|旅游团体|旅行社|经营许可证|经营范围|地接社,邮轮产品|团号|出发日期|出发地点|停靠港口|岸上游览|结束日期|返回地点|舱位类型|住宿天数|用餐次数|用餐标准|景点名称|游览时间|往返交通|游览交通|自由活动|住宿安排|地接社,旅游费用|船票费|服务费|港务费|签证费|签注费|门票费|交通费|住宿费|餐费|支付期限|支付方式|现金|支票|信用卡,自行组团|委托组团|保险条款|保单内容|投保信息|旅游行程|安全警示|紧急救生|禁烟规定|财物保管|集合时间|健康信息|文明行为|风俗习惯|宗教禁忌|紧急联络|代为履行|补充协议,本合同主体包括旅游者个人或旅游团体，与具备经营许可证的旅行社签订。旅行社经营范围涵盖邮轮旅游服务，地接社作为实际服务提供方承担部分责任。,本合同标的为邮轮产品，包含团号、出发日期与出发地点、停靠港口及岸上游览安排，结束日期与返回地点明确标注。舱位类型、住宿天数、用餐次数及标准均有详细约定，景点名称与游览时间列入行程，往返交通与游览交通方式明确，自由活动时间与住宿安排由地接社负责协调。,合同价款包含旅游费用、船票费、服务费及港务费，签证费、签注费、门票费、交通费、住宿费与餐费均列明细则。支付期限与方式可选现金、支票或信用卡，需按约定时间完成支付。,交易条款涵盖自行组团或委托组团模式，保险条款明确保单内容与投保信息。旅游行程包含安全警示与紧急救生指引，禁烟规定与财物保管要求需遵守。集合时间、健康信息申报及文明行为规范列入条款，尊重当地风俗习惯与宗教禁忌，紧急联络方式及代为履行责任均有约定，补充协议可另行签订。,服务合同,包价旅游合同,,6408,,105,我需要一份邮轮旅游合同模板，用于和旅行社签订包价旅游服务,请起草一份邮轮旅游合同，需明确甲乙双方权利义务，涵盖行程标准、保险条款、费用支付细则、合同解除规则及违约责任。需包含邮轮舱位类型、岸上游览安排、健康信息告知义务、自行活动安全责任，列明成团人数限制、不可抗力处理方案，并附购物和自费项目的补充协议模板。
9102be435ab949949ede1e84d872c196,天津市种植（养殖）产品收购合同_919324674842693632,种植方|养殖方|收购方,种植|养殖|产品|质量|外观|种物,定金|价格|保护价|结算|付款|抵扣|收购款|违约金,种物提供|验收方式|包装标准|费用承担|交货方式|运输方式|检验方法|检验时间|检验地点|检疫单位|结算方式|补足|换货|退货|书面通知|转让|变卖|技术指导|培训|自然灾害|重大疫情,合同主体涉及种植方、养殖方及收购方，各方需按照合同约定履行各自的权利和义务。,本合同涉及的标的包括种植、养殖及相关产品，要求符合约定的质量和外观标准，种物的品质需达到合同规定的要求。,合同价款与支付条款包括定金的支付、价格的确定、保护价的约定、结算方式、付款时间、收购款的支付、违约金的计算及抵扣事项。,合同交易条款涵盖种物的提供、验收方式、包装标准、费用承担、交货方式、运输方式、检验方法与时间地点、检疫单位、结算方式、补足换货退货规定、书面通知要求、转让变卖限制、技术指导与培训安排，以及自然灾害和重大疫情的处理办法。,买卖合同,农副产品收购合同,,1425,,115,我需要一份种植（养殖）产品收购合同模板，用于与收购方明确双方责任和条款。,请起草一份种植或养殖产品收购合同，需包含产品类型、质量要求（如无公害标准、外观标准）、种苗提供方式（自备或收购方提供并注明数量及价格结算）、定金支付与违约处理、技术指导内容、包装运输费用承担、检验方法及地点、结算方式（含保护价条款）、违约责任（延迟交货、质量不符、种苗挪用等）、争议解决（仲裁或诉讼）等条款，确保符合《合同法》并明确双方权利义务。
47e4962b52684314a839d257fa534c7b,天津市展览会招商合同_919325796999368704,主办方|参展方|展览会|招商合同,展位|配套设施|产品展示|推销服务,展位租金|其他费用|支付时间|支付方式|现金|支票|汇款|一次性付清,展位租赁|展位使用|展位维护|展览规范|现场管理|展览资格|资料准备|指示系统|配套服务|环境秩序|宣传责任|参展人员|产品信息|保密义务|客户投诉|法律责任|纠纷处理,合同主体涉及主办方、参展方、展览会及招商合同等各方。,本合同涉及的标的包括展位、配套设施、产品展示及推销服务等相关内容。,合同价款包括展位租金及其他费用，支付方式可为现金、支票或汇款，支付时间可协商一次性付清或分期支付。,合同交易条款涵盖展位租赁、使用及维护，展览规范与现场管理，参展资格与资料准备，指示系统与配套服务，环境秩序与宣传责任，参展人员与产品信息，保密义务与客户投诉处理，法律责任与纠纷解决等内容。,租赁合同,场地租赁合同,,2784,,108,我需要一份天津市展览会招商合同模板，用于租赁展位给参展方。,请起草一份展览会招商合同，合同主体为主办方（甲方）和参展方（乙方），需包含展位位置、面积、租金计算方式（按面积或个数）、支付时间及方式（分期或一次性）、租赁期限、展位使用规范（禁止转租、设施维护责任）、参展方资质要求（营业执照等证明文件）、双方责任（甲方提供设施及宣传，乙方遵守管理及质量要求）、违约处理条款、保证金制度（参展质量保证金退还条件），并明确合同终止条件及争议解决方式。
e6934235f7bc4faba69f5204a36bdd12,天津市种子买卖合同_919324684489592832,出卖人|买受人|法定代表人|委托代理人,农作物种子|种类|品种|质量|数量|金额,种子款|支付日期|交付日期|交货地点|交货方式,种类|品种|质量|数量|金额|许可证号|检疫证书|栽培技术|支付日期|交付日期|交货地点|交货方式|取样封存|封存期限|通知义务|申报义务|赔偿标准,合同主体由出卖人和买受人构成，双方可由法定代表人直接签署，或通过委托代理人进行合同签订。,本合同涉及的标的物为农作物种子，具体包括种子的种类、品种、质量、数量以及相关金额的约定。,合同价款明确规定了种子款的支付日期、交付日期，以及交货地点和交货方式的具体条款。,合同交易条款涵盖了种子的种类、品种、质量、数量、金额、许可证号、检疫证书、栽培技术等详细信息，同时规定了支付日期、交付日期、交货地点、交货方式的具体要求，还包括取样封存、封存期限、通知义务、申报义务以及赔偿标准等交易保障条款。,买卖合同,货物买卖合同,,656,,95,我需要一份天津市种子买卖合同模板，用于农作物种子买卖交易。,请起草一份天津市种子种子买卖合同，需包含买卖双方信息、种子种类、品种、质量、数量及金额，明确种子生产许可证、经营许可证及检疫证书编号，约定支付时间和交货时间地点，说明栽培技术要求和违约责任，如质量问题赔偿、违约金比例，并注明争议解决方式（仲裁或诉讼），合同自签字生效，双方各持一份。
0f3e889e089a4e6f8f4c49f3bf54ebaf,天津市住宅装饰装修工程施工合同_919323639306784768,发包方|承包方|工程监理|工程设计师|施工负责人,住宅装饰|装修工程|施工合同|工程内容|施工图纸,工程款|隐蔽工程|中期款|尾款|支付方式,施工图纸|材料验收|隐蔽工程|中期验收|竣工验收|工程变更|工期顺延|质量标准|室内环境|工程保修|施工规范|安全操作|防火规定|施工进度|材料供应|工程监理|施工条件|工程决算,本合同主体包括发包方、承包方、工程监理、工程设计师及施工负责人，各方需按照合同约定履行各自职责，确保工程顺利进行。,本合同涉及的工程内容为住宅装饰与装修工程，具体施工范围依据双方确认的施工图纸执行，施工合同明确约定了工程的具体内容和要求。,合同价款包括工程款、隐蔽工程费用等，支付方式分为中期款和尾款，具体支付条件和时间由合同明确约定，确保资金流转透明。,合同交易条款涵盖施工图纸确认、材料验收、隐蔽工程验收、中期验收及竣工验收等环节，同时包括工程变更、工期顺延、质量标准、室内环境要求、工程保修、施工规范、安全操作、防火规定、施工进度管理、材料供应、工程监理职责、施工条件保障及工程决算等内容，确保工程全面合规。,建设工程合同,施工合同,,6295,,125,我需要一份天津市住宅装饰装修工程施工合同模板，用于和装修公司签订装修协议。,请起草一份天津市住宅装饰装修工程施工合同，需明确甲方（房主）与乙方（装修公司）的权责，包含工程内容、材料供应方式（全包/半包/清工）、工程款支付方式（分阶段付款）、隐蔽工程验收标准、工期延误责任、环保质量要求、保修条款及争议解决方式。需符合天津市住宅装修技术标准，涵盖施工规范、安全责任、变更处理流程，并附材料验收单、保修单等附件。
3834ae2a94564c72824b42d5e79d03ba,天津市住宅物业服务合同_919324005364666368,业主委员会|物业服务企业|开发建设单位|业主大会|物业管理|行政主管部门,住宅物业|物业服务|共用部位|共用设施|电梯设备|水泵设备|智能系统|环境卫生|绿地树木|绿化设施|装饰装修|车辆停放|公共秩序|物业档案|专项维修,包干制|酬金制|多层住宅|高层住宅|别墅|商业|配套公建|机电设施|场地占用费|停车服务费|代办服务费|特约服务费|专项维修|违约金|预收标准,委托管理|服务内容|服务标准|管理规约|业主权益|财务预算|财务报告|管理制度|服务公示|档案建立|装修管理|车辆管理|公共秩序|年度计划|维修养护|场地收益|保密义务|交接事项|活动经费|收支公布|服务监督|质量纠纷|免责条款|争议处理|合同备案|其他约定,本合同的主体包括业主委员会、物业服务企业、开发建设单位以及业主大会。物业管理行政主管部门负责监督和指导合同的执行，确保各方权益得到保障。,本合同涉及的住宅物业包括物业服务、共用部位及共用设施的维护，涵盖电梯设备、水泵设备、智能系统等。同时包括环境卫生管理、绿地树木及绿化设施的养护，以及装饰装修、车辆停放、公共秩序维护等服务。物业档案管理和专项维修工作也是合同的重要组成部分。,合同价款采用包干制或酬金制，根据物业类型（如多层住宅、高层住宅、别墅、商业及配套公建）确定收费标准。费用包括机电设施维护费、场地占用费、停车服务费、代办服务费及特约服务费等。专项维修资金和违约金处理也纳入合同条款，预收标准明确列示。,合同交易条款涵盖委托管理事项、服务内容与标准、管理规约及业主权益保护。财务预算与报告、管理制度、服务公示及档案建立是重要内容。装修管理、车辆管理、公共秩序维护及年度计划制定均纳入条款。维修养护、场地收益分配、保密义务及交接事项也有明确规定。活动经费使用、收支公布、服务监督及质量纠纷处理机制完善。免责条款、争议处理方式、合同备案及其他约定事项确保合同执行的透明与公正。,物业服务合同,住宅物业服务合同,,5763,,125,我需要一份天津市住宅物业服务合同模板，用于业主委员会与物业公司签订服务协议。,请起草一份天津市住宅物业服务合同模板，需明确业主委员会（甲方）与物业公司（乙方）的权责，包含物业类型（多层/高层住宅等）、服务内容（共用设施维护、电梯管理、环境卫生、停车管理等）、收费标准（包干制或酬金制）、费用支付时间、合同期限（不少于两年）、专项维修资金管理、违约责任及争议解决方式。需符合天津市物业管理法规，附物业构成细目表及备案条款。
1f2346d404f042eb8baa613c31a1c282,铁路货物运输合同_919325815571746816,铁路局|托运人|发站|到站|收货人,铁路|货物|运输|车种|棚车|敞车|平板|轻油|罐车|保温车|毒品车|特种车|自备车,货票|支付,计划|号码|运输|货位|货物|搬入|运到|期限|车种|车号|领货|凭证|收货|发站|到站|托运|指定,合同主体包括铁路局、托运人、发站、到站及收货人，各方共同参与铁路货物运输的全过程，确保货物从发站安全、准时运达至到站，并由指定收货人接收。,本合同涉及的铁路运输货物包括多种车种，如棚车、敞车、平板车、轻油罐车、保温车、毒品车、特种车以及自备车等，以满足不同类型货物的运输需求。,合同价款通过货票进行明确，托运人需按照合同约定及时支付运输费用，确保铁路运输服务的顺利进行。,合同交易条款涵盖运输计划、货位安排、货物搬入、运到期限等具体事项，同时明确车种、车号、领货凭证等细节，确保从发站到到站的托运流程规范，收货环节顺畅。,运输合同,货运合同,,200,,70,我需要一份铁路货物运输合同模板，请帮我起草。,请起草一份铁路货物运输合同，需包含车种代号（如棚车P、敞车C等）、货物搬入日期、运到期限、发站和到站信息、托运人与收货人详细信息、货票号、领货凭证的车种和车号，以及注明领货须知的具体页码。合同需明确运输计划或号码、货位信息，规格为135×297（500），并区分自备车等特殊车种标识，确保运输条款清晰。
e78af1189c464ed186510e34cc0f2da9,团队出境旅游合同_919325004514988032,出境社|旅游者|地接社|履行辅助人|公共交通经营者|领队人员|导游|供应商,团队出境旅游|旅游行程单|旅游费用|签证签注|交通费|住宿费|餐费|门票费|导游服务费|旅游证件,旅游费用|全额支付|分期支付|退款手续|违约金|费用扣除|先行垫付|发票|小费|保险费用,行程安排|服务标准|自由活动|购物活动|另行付费|安全警示|应急联络|个人信息|转团拼团|延期出团|改签线路|解除合同|返程费用|损失赔偿|协助索赔|争议调解|补充条款,本合同的主体包括提供服务的出境社、接受服务的旅游者、合作的地接社、履行辅助人、公共交通经营者，以及提供专业服务的领队人员、导游和相关供应商。,本合同涉及的标的包括团队出境旅游服务，具体涵盖旅游行程单、旅游费用、签证签注服务，以及交通费、住宿费、餐费、门票费、导游服务费和旅游证件等相关内容。,合同价款涉及旅游费用的全额支付或分期支付，包括退款手续、违约金、费用扣除、先行垫付款项的处理，以及发票开具、小费支付和保险费用的相关约定。,合同交易条款详细规定了行程安排、服务标准、自由活动与购物活动的安排、另行付费项目、安全警示与应急联络机制，同时涉及个人信息保护、转团拼团、延期出团、改签线路、解除合同的条件，以及返程费用、损失赔偿、协助索赔、争议调解和补充条款等内容。,服务合同,旅游服务合同,,9802,,110,我需要一份团队出境旅游合同模板，用于旅行社和旅游者签订团队出境包价旅游服务。,请帮我起草一份团队出境旅游合同，合同主体为旅行社和旅游者，需包含费用明细（交通、住宿、签证等）、行程单内容、双方权利义务、退改签规则、违约责任及争议解决方式。要求明确购物和自费项目需双方协商一致，注明不可抗力处理条款，细化解约费用扣除标准，附上安全信息卡、行程单等附件，并确保符合旅游法等相关法规。
f6eb856470154038b1414c8c1e5490f3,团队境内旅游合同　_919324015183532032,旅行社|旅游者|地接社|履行辅助人|公共交通经营者,旅游服务|交通费|住宿费|餐费|门票费|项目费|导游费|服务费,旅游费用|支付方式|支付时间|退款手续|违约金|赔偿金|垫付款,行程单|出发地|目的地|途经地|结束地|交通标准|住宿标准|用餐标准|游览项目|自由活动|娱乐活动|购物场所|另行付费|安全警示|个人活动|转团|拼团|延期出团|改签线路|解除合同|返程费用|协助义务|信息披露|保险购买|争议调解|补充协议|签字确认,合同主体包括旅行社、旅游者、地接社、履行辅助人及公共交通经营者等参与旅游服务的各方。,本合同涉及的旅游服务包括交通费、住宿费、餐费、门票费、项目费、导游费及其他相关服务费用。,合同价款涵盖旅游费用，支付方式、支付时间、退款手续、违约金、赔偿金及垫付款等支付相关条款均在此明确约定。,合同交易条款包括行程单、出发地、目的地、途经地、结束地、交通标准、住宿标准、用餐标准、游览项目、自由活动、娱乐活动、购物场所、另行付费项目、安全警示、个人活动安排、转团、拼团、延期出团、改签线路、解除合同、返程费用分担、协助义务、信息披露、保险购买、争议调解、补充协议及签字确认等内容。,服务合同,旅游服务合同,,9065,,115,需要一份团队境内旅游的示范合同模板，规范旅行社和旅游者的权利义务。,起草一份境内团队旅游合同，需明确旅行社与旅游者的权利义务，包含旅游费用构成（交通、住宿、门票等）、行程单细节（出发地、住宿标准、自由活动时间等）、合同变更与解除规则（违约金比例、不可抗力处理）、购物及自费项目限制条款（不得强制消费）、争议解决方式（调解、仲裁或诉讼），并要求附加旅游行程单、保险购买选项、拼团转团约定等内容，确保符合《旅游法》及消费者权益保护相关规定。
b6215a18011e4bc78df0799320b5f3f0,危险化学品生产经营企业自建网站销售合同（2023版）_919324128555569152,危险化学品企业|生产经营企业|买受人|出卖人|法人|非法人组织,危险化学品|剧毒化学品|易制爆化学品|易制毒化学品|化学品安全标签|化学品说明书,一次性支付|分期付款|赊销|银行转账|汇票|国内信用证|发票|预付款|余款|首付款|赊销额度|结算方式|收款账号|开户银行|账户名,资质核验|交货方式|交货时间|交货地点|运输方式|所有权转移|风险转移|验收期限|数量验收|质量验收|包装要求|保险投保|保密义务|通知送达|法律适用|争议解决|合同变更|合同终止|合同附件|合同份数,合同双方为危险化学品企业及其他生产经营企业，具体包括买受人、出卖人，可以是法人或非法人组织。,本合同涉及的标的物包括危险化学品、剧毒化学品、易制爆化学品及易制毒化学品，所有化学品均需附带符合规定的化学品安全标签及详细的化学品说明书。,合同价款支付方式包括一次性支付、分期付款或赊销，支付手段可为银行转账、汇票或国内信用证，需明确发票开具要求、预付款比例、余款支付时间、首付款金额及赊销额度，并约定结算方式、收款账号、开户银行及账户名。,合同交易条款涵盖资质核验、交货方式、时间及地点，运输方式，所有权及风险转移节点，验收期限、数量与质量验收标准，包装要求，保险投保责任，保密义务，通知送达方式，法律适用，争议解决机制，合同变更、终止条件，以及合同附件与份数等。,买卖合同,电子商务合同,,6812,,115,我需要一份危险化学品企业自建网站销售合同模板，请帮忙起草。,请起草一份危险化学品企业通过自建网站销售产品的合同模板，需明确双方资质审核流程、产品信息（品名、数量、规格）、质量与安全标准、付款方式（支持分期或赊销）、包装与运输要求、验收流程、违约责任及争议解决条款，确保符合国家《危险化学品安全管理条例》和《电子商务法》相关规定，并包含禁止现金交易剧毒化学品等特别提示。
7b11e8941a064d639d1e0acb81200c67,新疆农作物制种合同_919325003051175936,特约生产单位|种子生产许可证|技术培训|技术资料|技术指导,农作物种子|种植面积|数量|金额|亲本种子|原种种子,种子款|付款时间|违约金|复检费|收购价|超产部分|付款日期,种子生产方案|生产技术规程|生产档案|质量鉴定|复检|发芽率|净度|水份|杂交率|纯度|取样封存|交种地点|交种时间|技术规程|技术指导|亲本标准|原种标准|生产数量|种子收购|种子处理,合同主体为特约生产单位，需提供种子生产许可证，并负责技术培训、提供技术资料及进行技术指导。,本合同涉及的标的物主要包括农作物种子，包括亲本种子和原种种子，约定了具体的种植面积、数量以及相应的金额。,合同价款涉及种子款，明确了付款时间、付款日期以及违约金、复检费等费用，同时约定了收购价及超产部分的处理方式。,合同交易条款包括种子生产方案、生产技术规程、生产档案的建立，质量鉴定、复检流程，以及发芽率、净度、水份、杂交率、纯度等质量标准，还规定了取样封存、交种地点和时间，技术规程与指导，亲本和原种标准，生产数量，种子收购及处理等具体事项。,承揽合同,农业生产承揽,,1782,,110,我需要一份新疆地区的农作物制种合同模板，明确甲方和乙方在种子生产中的责任、质量要求及付款方式。,请起草一份农作物制种合同，甲方为种子需求方，乙方为生产方。合同需包含作物品种、种植面积、产量金额、质量标准（国标/地标/自定义等）、亲本种子提供方式（有偿或无偿）、技术指导责任、质量鉴定流程、种子收购时间地点、付款分期及逾期违约金、违约处理条款（如转让限制、赔偿计算）、争议解决方式（仲裁或诉讼），并约定合同生效条件和样本保管规则。
